symbol,side,entry_date,entry_px,exit_date,exit_px,qty,pnl,exit_reason,days_held
ALKEM,L,2021-02-03,2911.0,2021-02-04,2956.25,8,362.0,EMA13,1
PERSISTENT,L,2021-02-04,837.45,2021-02-19,841.0,29,102.95,EMA13,15
BAJFINANCE,L,2021-02-03,521.86,2021-02-22,548.0,47,1228.58,EMA13,19
BAJAJFINSV,L,2021-02-03,956.16,2021-02-23,1005.1,26,1272.44,EMA13,20
APOLLOHOSP,L,2021-02-19,3090.1,2021-03-08,2901.0,8,-1512.8,EMA13,17
JUBLFOOD,L,2021-02-22,591.99,2021-03-09,607.02,42,631.26,EMA13,15
IRCTC,L,2021-03-08,392.0,2021-03-17,381.0,63,-693.0,EMA13,9
CHOLAFIN,L,2021-02-03,444.75,2021-03-18,534.5,56,5026.0,EMA13,43
LTTS,L,2021-03-09,2731.9,2021-03-18,2639.0,9,-836.1,EMA13,9
TATACOMM,L,2021-03-17,1177.0,2021-03-18,1162.9,21,-296.1,EMA13,1
TIINDIA,L,2021-02-23,1059.7,2021-03-23,1137.1,23,1780.2,EMA13,28
JINDALSTEL,L,2021-03-22,313.0,2021-03-24,311.0,79,-158.0,EMA13,2
POLYCAB,L,2021-03-23,1354.9,2021-03-24,1151.66,18,-3658.23,SL,1
PERSISTENT,L,2021-03-24,967.0,2021-03-26,907.47,25,-1488.13,EMA13,2
SUPREMEIND,L,2021-03-31,2040.6,2021-04-06,2027.0,12,-163.2,EMA13,6
TIINDIA,L,2021-04-05,1200.1,2021-04-07,1170.0,20,-602.0,EMA13,2
SIEMENS,L,2021-04-07,1051.32,2021-04-08,1051.32,23,-0.09,EMA13,1
POLYCAB,L,2021-03-31,1384.9,2021-04-13,1345.25,18,-713.7,EMA13,13
PERSISTENT,L,2021-04-09,1005.0,2021-04-15,965.05,24,-958.8,EMA13,6
SRF,L,2021-04-12,1240.0,2021-05-10,1260.0,20,400.0,EMA13,28
SRF,L,2021-05-10,1260.0,2021-05-11,1259.88,19,-2.28,EMA13,1
JINDALSTEL,L,2021-04-12,404.9,2021-05-17,421.0,61,982.1,EMA13,35
HINDALCO,L,2021-04-28,368.85,2021-05-17,384.5,67,1048.55,EMA13,19
HINDALCO,L,2021-05-17,384.5,2021-05-21,388.7,65,273.0,EMA13,4
DRREDDY,L,2021-05-17,1050.0,2021-05-31,1043.4,23,-151.8,EMA13,14
IPCALAB,L,2021-05-31,1024.5,2021-06-01,1036.97,24,299.4,EMA13,1
AUROPHARMA,L,2021-06-01,1003.05,2021-06-02,971.0,24,-769.2,EMA13,1
SUPREMEIND,L,2021-05-21,2239.0,2021-06-07,2254.75,11,173.25,EMA13,17
BAJFINANCE,L,2021-06-02,575.65,2021-06-10,571.5,43,-178.45,EMA13,8
SIEMENS,L,2021-06-07,1252.07,2021-06-15,1218.02,19,-646.88,EMA13,8
ZYDUSLIFE,L,2021-05-11,626.65,2021-06-17,624.0,39,-103.35,EMA13,37
DIVISLAB,L,2021-04-28,3944.15,2021-06-21,4190.0,6,1475.1,EMA13,54
IRCTC,L,2021-06-10,418.7,2021-06-21,400.0,59,-1103.3,EMA13,11
ASIANPAINT,L,2021-06-21,3024.2,2021-06-24,2987.35,8,-294.8,EMA13,3
RELIANCE,L,2021-06-15,1043.45,2021-06-25,993.84,23,-1141.03,EMA13,10
JUBLFOOD,L,2021-06-17,644.0,2021-06-25,632.99,38,-418.38,EMA13,8
AMBUJACEM,L,2021-06-25,346.9,2021-07-01,341.3,72,-403.2,EMA13,6
TECHM,L,2021-06-24,1056.55,2021-07-06,1074.65,23,416.3,EMA13,12
ABB,L,2021-07-01,1816.0,2021-07-07,1753.0,13,-819.0,EMA13,6
MARICO,L,2021-06-21,514.1,2021-07-19,521.95,48,376.8,EMA13,28
COFORGE,L,2021-07-07,838.0,2021-08-05,952.8,29,3329.2,EMA13,29
GODREJCP,L,2021-07-06,929.75,2021-08-06,975.2,26,1181.7,EMA13,31
DIVISLAB,L,2021-07-19,4749.95,2021-08-17,4893.5,5,717.75,EMA13,29
VEDL,L,2021-08-17,335.9,2021-08-18,298.9,74,-2738.0,EMA13,1
IRCTC,L,2021-08-05,500.2,2021-08-24,514.0,49,676.2,EMA13,19
TITAN,L,2021-08-18,1887.8,2021-08-26,1822.65,13,-846.95,EMA13,8
MPHASIS,L,2021-06-25,2055.5,2021-08-27,2760.0,12,8454.0,EMA13,63
GODREJCP,L,2021-08-27,1051.3,2021-09-20,1086.0,23,798.1,EMA13,24
TECHM,L,2021-08-06,1252.0,2021-09-21,1439.0,19,3553.0,EMA13,46
TCS,L,2021-09-20,3809.0,2021-09-28,3850.0,6,246.0,EMA13,8
DABUR,L,2021-09-21,647.95,2021-09-28,634.0,38,-530.1,EMA13,7
HCLTECH,L,2021-08-24,1167.95,2021-09-29,1270.0,21,2143.05,EMA13,36
BAJAJFINSV,L,2021-08-26,1600.05,2021-09-30,1750.0,15,2249.25,EMA13,35
BAJFINANCE,L,2021-09-29,752.9,2021-09-30,754.5,33,52.8,EMA13,1
KPITTECH,L,2021-09-28,353.05,2021-10-04,340.8,70,-857.5,EMA13,6
PRESTIGE,L,2021-09-28,502.0,2021-10-07,467.0,49,-1715.0,EMA13,9
DLF,L,2021-09-30,412.9,2021-10-20,416.9,60,240.0,EMA13,20
MCDOWELL-N,L,2021-10-04,868.95,2021-10-20,859.0,28,-278.6,EMA13,16
GODREJPROP,L,2021-09-30,2325.0,2021-10-21,2308.0,10,-170.0,EMA13,21
VOLTAS,L,2021-10-07,1231.0,2021-10-21,1234.2,20,64.0,EMA13,14
SUPREMEIND,L,2021-10-20,2594.0,2021-10-21,2415.0,9,-1611.0,EMA13,1
DIXON,L,2021-10-20,5720.0,2021-10-21,5260.0,4,-1840.0,EMA13,1
RELIANCE,L,2021-10-21,1258.69,2021-10-22,1209.13,19,-941.65,EMA13,1
NAUKRI,L,2021-10-21,1397.23,2021-10-22,1355.0,17,-717.91,EMA13,1
POWERGRID,L,2021-10-21,147.19,2021-10-22,146.93,169,-44.78,EMA13,1
RELIANCE,L,2021-10-22,1209.13,2021-10-25,1236.82,20,553.79,EMA13,3
NAUKRI,L,2021-10-25,1254.0,2021-10-26,1186.58,19,-1280.98,EMA13,1
HDFCBANK,L,2021-10-26,825.0,2021-10-28,825.0,30,0.0,EMA13,2
FINNIFTY,L,2021-10-22,19263.3,2021-10-29,18954.5,1,-308.8,EMA13,7
LT,L,2021-10-22,1816.0,2021-11-01,1776.0,13,-520.0,EMA13,10
CHOLAFIN,L,2021-11-01,630.0,2021-11-02,588.0,39,-1638.0,EMA13,1
BEL,L,2021-11-02,67.33,2021-11-03,67.32,371,-4.95,EMA13,1
SBIN,L,2021-10-22,504.6,2021-11-12,512.0,49,362.6,EMA13,21
MCDOWELL-N,L,2021-10-29,898.9,2021-11-16,936.5,27,1015.2,EMA13,18
LT,L,2021-11-01,1776.0,2021-11-22,1898.25,14,1711.5,EMA13,21
ABB,L,2021-11-10,2185.05,2021-11-23,2080.0,11,-1155.55,EMA13,13
INDHOTEL,L,2021-11-16,218.9,2021-11-23,200.1,114,-2143.2,EMA13,7
TATAMOTORS,L,2021-11-22,512.25,2021-11-23,484.4,48,-1336.8,EMA13,1
ATGL,L,2021-11-16,1626.0,2021-11-30,1556.0,15,-1050.0,EMA13,14
HDFCAMC,S,2021-11-24,1280.0,2021-12-06,1299.5,19,-370.5,EMA13,12
LUPIN,S,2021-11-29,930.1,2021-12-09,897.45,26,848.9,EMA13,10
BPCL,S,2021-12-06,193.68,2021-12-09,197.12,129,-444.4,EMA13,3
LUPIN,S,2021-12-09,897.45,2021-12-10,885.0,27,336.15,EMA13,1
HDFCAMC,S,2021-12-24,1194.68,2021-12-29,1207.5,20,-256.4,EMA13,5
TECHM,L,2022-01-05,1779.95,2022-01-06,1725.0,14,-769.3,EMA13,1
TECHM,L,2022-01-06,1725.0,2022-01-07,1702.0,14,-322.0,EMA13,1
GMRAIRPORT,L,2022-01-04,42.88,2022-01-10,41.8,582,-626.77,EMA13,6
HCLTECH,L,2022-01-07,1297.55,2022-01-18,1269.95,19,-524.4,EMA13,11
GMRAIRPORT,L,2022-01-10,41.8,2022-01-19,43.5,598,1016.6,EMA13,9
SUNPHARMA,L,2022-01-11,830.9,2022-01-20,839.3,30,252.0,EMA13,9
TITAN,L,2022-01-10,2585.0,2022-01-21,2548.0,9,-333.0,EMA13,11
TCS,L,2022-01-18,4033.95,2022-01-21,3807.0,6,-1361.7,EMA13,3
TCS,L,2022-01-21,3807.0,2022-01-24,3840.0,6,198.0,EMA13,3
ASIANPAINT,L,2022-01-21,3300.05,2022-01-24,3268.0,7,-224.35,EMA13,3
PIDILITIND,L,2022-01-20,1343.5,2022-01-25,1308.0,18,-639.0,EMA13,5
ICICIBANK,L,2022-01-20,803.0,2022-01-25,789.0,31,-434.0,EMA13,5
AUROPHARMA,S,2022-01-31,634.0,2022-02-02,661.0,39,-1053.0,EMA13,2
LTF,S,2022-01-31,75.55,2022-02-02,76.95,330,-462.0,EMA13,2
NYKAA,S,2022-02-01,279.17,2022-02-03,301.67,89,-2002.2,EMA13,2
HDFCAMC,S,2022-01-24,1189.9,2022-02-04,1156.1,21,709.8,EMA13,11
SBICARD,S,2022-02-10,868.0,2022-02-11,852.0,28,448.0,EMA13,1
HINDALCO,L,2022-02-02,515.0,2022-02-15,526.45,48,549.6,EMA13,13
CHOLAFIN,L,2022-02-03,639.2,2022-02-25,659.0,39,772.2,EMA13,22
NYKAA,S,2022-02-15,258.33,2022-03-04,249.0,96,895.68,EMA13,17
SBICARD,S,2022-03-07,720.0,2022-03-09,781.9,34,-2104.6,EMA13,2
HDFCAMC,S,2022-02-15,1086.0,2022-03-10,1092.5,23,-149.5,EMA13,23
SBICARD,S,2022-03-09,781.9,2022-03-10,809.45,31,-854.05,EMA13,1
LTF,S,2022-02-28,65.0,2022-03-11,65.4,384,-153.6,EMA13,11
LUPIN,S,2022-03-10,744.0,2022-03-11,738.0,33,198.0,EMA13,1
BPCL,S,2022-02-16,185.5,2022-03-14,179.9,134,750.4,EMA13,26
GLENMARK,S,2022-03-10,448.1,2022-03-14,454.7,55,-363.0,EMA13,4
PNB,S,2022-03-11,35.8,2022-03-14,36.3,698,-349.0,EMA13,3
SHREECEM,S,2022-03-11,22150.0,2022-03-17,23801.0,1,-1651.0,EMA13,6
TRENT,L,2022-03-29,1282.9,2022-04-11,1279.25,19,-69.35,EMA13,13
JSWSTEEL,L,2022-04-11,756.0,2022-04-21,744.0,33,-396.0,EMA13,10
SUNPHARMA,L,2022-03-22,913.8,2022-04-25,915.55,27,47.25,EMA13,34
HDFCLIFE,S,2022-04-29,575.35,2022-05-02,577.45,43,-90.3,EMA13,3
ADANIENT,L,2022-04-01,2018.0,2022-05-05,2270.0,12,3024.0,EMA13,34
ADANIENSOL,L,2022-03-21,2379.9,2022-05-10,2703.0,10,3231.0,EMA13,50
ZYDUSLIFE,S,2022-04-29,354.4,2022-05-17,345.15,70,647.5,EMA13,18
NYKAA,S,2022-05-05,284.17,2022-05-19,237.5,87,4060.29,EMA13,14
DRREDDY,S,2022-05-19,777.2,2022-05-23,849.82,32,-2323.84,EMA13,4
ETERNAL,S,2022-05-17,56.1,2022-05-24,64.52,445,-3744.68,SL,7
HDFCAMC,S,2022-05-10,963.0,2022-05-30,910.45,25,1313.75,EMA13,20
IDFCFIRSTB,S,2022-05-04,39.35,2022-05-31,36.4,635,1873.25,EMA13,27
PNB,S,2022-05-24,30.5,2022-05-31,31.55,819,-859.95,EMA13,7
NYKAA,S,2022-05-31,233.33,2022-06-01,250.13,107,-1797.96,EMA13,1
ETERNAL,S,2022-05-31,68.5,2022-06-01,78.77,364,-3740.1,SL,1
ETERNAL,S,2022-06-01,75.4,2022-06-02,74.4,331,331.0,EMA13,1
HINDPETRO,S,2022-05-30,154.03,2022-06-10,157.33,162,-535.14,EMA13,11
BPCL,S,2022-06-02,163.5,2022-06-10,165.38,152,-285.0,EMA13,8
AUROPHARMA,S,2022-05-23,561.5,2022-06-13,529.85,44,1392.6,EMA13,21
BPCL,S,2022-06-10,165.38,2022-06-13,163.95,151,215.93,EMA13,3
LUPIN,S,2022-06-01,621.55,2022-06-22,629.85,40,-332.0,EMA13,21
OFSS,S,2022-06-13,3110.0,2022-06-27,3160.0,8,-400.0,EMA13,14
IDFCFIRSTB,S,2022-06-20,31.75,2022-06-28,32.1,787,-275.45,EMA13,8
PFC,S,2022-06-27,82.8,2022-06-28,83.0,301,-60.2,EMA13,1
PNB,S,2022-06-22,29.35,2022-06-29,29.45,851,-85.1,EMA13,7
IDFCFIRSTB,S,2022-06-28,32.1,2022-06-29,31.5,778,466.8,EMA13,1
ICICIGI,S,2022-06-13,1120.3,2022-07-04,1149.0,22,-631.4,EMA13,21
GODREJPROP,S,2022-07-01,1167.0,2022-07-04,1227.8,21,-1276.8,EMA13,3
INDUSINDBK,S,2022-06-28,819.0,2022-07-05,833.0,30,-420.0,EMA13,7
MUTHOOTFIN,S,2022-07-04,1041.9,2022-07-05,1072.0,23,-692.3,EMA13,1
GODREJPROP,S,2022-07-04,1227.8,2022-07-05,1236.6,20,-176.0,EMA13,1
INDUSINDBK,S,2022-07-05,833.0,2022-07-06,829.8,30,96.0,EMA13,1
IRFC,S,2022-06-29,19.55,2022-07-07,20.0,1278,-575.1,EMA13,8
HINDPETRO,S,2022-07-08,162.73,2022-07-11,160.67,153,315.69,EMA13,3
AUROPHARMA,S,2022-07-14,559.45,2022-07-15,550.05,44,413.6,EMA13,1
DIVISLAB,S,2022-07-14,3784.0,2022-07-15,3747.0,6,222.0,EMA13,1
DIVISLAB,S,2022-07-15,3747.0,2022-07-18,3765.0,6,-108.0,EMA13,3
INDUSINDBK,S,2022-07-14,823.1,2022-07-19,841.0,30,-537.0,EMA13,5
M&M,L,2022-07-11,1128.95,2022-07-26,1134.0,22,111.1,EMA13,15
M&M,L,2022-07-26,1134.0,2022-07-27,1140.0,22,132.0,EMA13,1
TIINDIA,L,2022-07-20,2249.0,2022-08-02,2023.6,11,-2479.4,EMA13,13
SIEMENS,L,2022-07-19,1591.36,2022-08-04,1552.47,15,-583.4,EMA13,16
ABB,L,2022-07-27,2713.4,2022-08-04,2689.0,9,-219.6,EMA13,8
ABB,L,2022-08-04,2689.0,2022-08-05,2683.6,9,-48.6,EMA13,1
ITC,L,2022-08-02,298.5,2022-08-12,294.89,83,-299.4,EMA13,10
TVSMOTOR,L,2022-08-08,949.9,2022-08-23,930.0,24,-477.6,EMA13,15
INDHOTEL,L,2022-08-12,277.75,2022-08-23,264.5,90,-1192.5,EMA13,11
SIEMENS,L,2022-08-26,1705.82,2022-08-30,1687.04,12,-225.4,EMA13,4
ADANIENSOL,L,2022-07-19,2965.0,2022-09-22,3877.95,8,7303.6,EMA13,65
BEL,L,2022-08-24,100.0,2022-09-22,108.6,250,2150.0,EMA13,29
ADANIENT,L,2022-08-05,2760.0,2022-09-27,3596.0,9,7524.0,EMA13,53
ITC,L,2022-09-02,306.88,2022-09-27,322.58,68,1067.37,EMA13,25
TRENT,L,2022-09-22,1461.95,2022-09-27,1419.4,17,-723.35,EMA13,5
AUROPHARMA,S,2022-09-30,512.25,2022-10-04,536.0,48,-1140.0,EMA13,4
WIPRO,S,2022-09-27,198.4,2022-10-06,204.68,126,-790.65,EMA13,9
NYKAA,S,2022-09-28,214.5,2022-10-06,219.42,116,-570.33,EMA13,8
MPHASIS,S,2022-10-04,2040.0,2022-10-06,2079.0,12,-468.0,EMA13,2
OFSS,S,2022-09-29,2985.0,2022-10-07,3038.55,8,-428.4,EMA13,8
POLYCAB,L,2022-10-06,2650.0,2022-10-12,2580.0,9,-630.0,EMA13,6
KPITTECH,L,2022-10-10,672.95,2022-10-12,643.7,37,-1082.25,EMA13,2
RVNL,L,2022-10-06,36.0,2022-10-21,35.95,694,-34.7,EMA13,15
ABB,L,2022-10-10,3281.95,2022-10-21,3145.55,7,-954.8,EMA13,11
HINDPETRO,S,2022-10-12,140.1,2022-10-27,140.0,178,17.8,EMA13,15
OFSS,S,2022-10-12,2901.0,2022-11-03,2970.0,8,-552.0,EMA13,22
TVSMOTOR,L,2022-10-21,1148.0,2022-11-03,1111.65,21,-763.35,EMA13,13
POLYCAB,L,2022-10-21,2650.0,2022-11-07,2754.45,9,940.05,EMA13,17
CIPLA,L,2022-11-03,1152.2,2022-11-07,1146.1,21,-128.1,EMA13,4
CIPLA,L,2022-11-07,1146.1,2022-11-09,1141.1,21,-105.0,EMA13,2
ITC,L,2022-11-03,340.87,2022-11-15,336.01,73,-354.83,EMA13,12
ITC,L,2022-11-15,336.01,2022-11-16,332.88,74,-231.64,EMA13,1
TORNTPHARM,L,2022-11-16,1654.0,2022-11-17,1623.75,15,-453.75,EMA13,1
SJVN,L,2022-11-07,36.4,2022-11-18,35.75,686,-445.9,EMA13,11
ATGL,L,2022-11-09,3800.4,2022-11-21,3615.0,6,-1112.4,EMA13,12
DIXON,L,2022-11-18,4386.0,2022-11-21,4345.9,5,-200.5,EMA13,3
CUMMINSIND,L,2022-11-17,1361.0,2022-11-22,1328.75,18,-580.5,EMA13,5
AMBUJACEM,L,2022-11-23,567.8,2022-11-24,564.25,44,-156.2,EMA13,1
BHARTIARTL,L,2022-11-21,837.0,2022-11-29,839.0,29,58.0,EMA13,8
ICICIBANK,L,2022-11-23,927.0,2022-12-05,937.0,26,260.0,EMA13,12
CANBK,L,2022-12-01,63.4,2022-12-08,63.1,394,-118.2,EMA13,7
RVNL,L,2022-10-27,39.9,2022-12-12,66.5,626,16651.6,EMA13,46
SJVN,L,2022-12-05,40.65,2022-12-12,38.15,615,-1537.5,EMA13,7
INDIANB,L,2022-12-12,273.45,2022-12-13,272.0,91,-131.95,EMA13,1
BANKBARODA,L,2022-11-24,169.15,2022-12-22,178.45,147,1367.1,EMA13,28
LT,L,2022-12-12,2148.9,2022-12-22,2144.0,11,-53.9,EMA13,10
BHARATFORG,L,2022-12-13,873.95,2022-12-22,880.0,28,169.4,EMA13,9
AXISBANK,L,2022-12-13,940.2,2022-12-23,912.0,26,-733.2,EMA13,10
AMBUJACEM,L,2022-12-22,543.5,2022-12-23,528.95,45,-654.75,EMA13,1
BHARATFORG,L,2022-12-22,880.0,2022-12-23,857.95,28,-617.4,EMA13,1
KPITTECH,L,2022-12-22,710.5,2022-12-26,650.95,35,-2084.25,EMA13,4
NYKAA,S,2022-12-27,153.3,2022-12-30,159.0,163,-929.1,EMA13,3
SBICARD,S,2023-01-05,787.95,2023-01-16,788.45,31,-15.5,EMA13,11
JINDALSTEL,L,2023-01-03,593.0,2023-01-17,590.0,42,-126.0,EMA13,14
JUBLFOOD,S,2023-01-06,503.8,2023-01-19,502.0,49,88.2,EMA13,13
BERGEPAINT,S,2023-01-16,471.38,2023-01-19,479.08,53,-408.28,EMA13,3
CUMMINSIND,L,2023-01-19,1488.0,2023-01-23,1447.55,16,-647.2,EMA13,4
NYKAA,S,2023-01-27,130.0,2023-02-01,137.0,192,-1344.0,EMA13,5
VOLTAS,S,2023-02-01,803.5,2023-02-02,794.0,31,294.5,EMA13,1
BERGEPAINT,S,2023-01-23,465.79,2023-02-06,465.83,53,-2.3,EMA13,14
IDEA,S,2023-01-27,6.8,2023-02-06,7.82,3676,-3749.52,SL,10
SBICARD,S,2023-02-02,740.0,2023-02-06,755.0,33,-495.0,EMA13,4
BERGEPAINT,S,2023-02-06,465.83,2023-02-07,470.83,53,-265.18,EMA13,1
IDEA,S,2023-02-06,7.5,2023-02-07,8.55,3333,-3499.65,EMA13,1
IDEA,S,2023-02-07,8.55,2023-02-08,8.05,2923,1461.5,EMA13,1
ETERNAL,S,2023-01-05,56.95,2023-02-09,54.7,438,985.5,EMA13,35
AUROPHARMA,S,2023-02-06,404.0,2023-02-09,445.05,61,-2504.05,EMA13,3
BIOCON,S,2023-02-07,242.25,2023-02-09,241.65,103,61.8,EMA13,2
JUBLFOOD,S,2023-02-10,459.9,2023-02-17,464.0,54,-221.4,EMA13,7
CUMMINSIND,L,2023-02-17,1638.0,2023-02-27,1570.0,15,-1020.0,EMA13,10
COLPAL,S,2023-02-24,1454.05,2023-02-27,1460.0,17,-101.15,EMA13,3
LICI,S,2023-02-13,310.5,2023-03-02,300.95,80,764.0,EMA13,17
ADANIENSOL,S,2023-03-02,700.0,2023-03-08,815.0,35,-4025.0,SL_gap,6
ICICIPRULI,S,2023-02-24,404.0,2023-03-17,411.7,61,-469.7,EMA13,21
ICICIPRULI,S,2023-03-17,411.7,2023-03-20,405.9,59,342.2,EMA13,3
HDFCAMC,S,2023-02-27,911.58,2023-03-22,883.5,27,758.16,EMA13,23
ICICIGI,S,2023-03-08,1092.5,2023-03-22,1083.15,22,205.7,EMA13,14
HDFCLIFE,S,2023-03-20,470.0,2023-03-22,483.0,52,-676.0,EMA13,2
HDFCAMC,S,2023-03-22,883.5,2023-03-23,881.0,28,70.0,EMA13,1
HDFCLIFE,S,2023-03-22,483.0,2023-03-23,497.45,51,-736.95,EMA13,1
BAJFINANCE,S,2023-03-22,574.98,2023-03-23,580.95,42,-250.74,EMA13,1
BAJFINANCE,S,2023-03-23,580.95,2023-03-24,580.39,43,24.08,EMA13,1
KOTAKBANK,S,2023-03-24,335.21,2023-03-28,341.79,74,-486.92,EMA13,4
BIOCON,S,2023-02-27,226.3,2023-04-05,207.8,110,2035.0,EMA13,37
HDFCAMC,S,2023-03-27,835.0,2023-04-05,862.75,27,-749.25,EMA13,9
BAJFINANCE,S,2023-03-28,562.1,2023-04-05,583.2,44,-928.4,EMA13,8
IDEA,S,2023-03-23,6.55,2023-04-06,6.2,3816,1335.6,EMA13,14
CUMMINSIND,L,2023-04-10,1593.1,2023-04-11,1589.2,15,-58.5,EMA13,1
ABB,L,2023-04-10,3419.9,2023-04-12,3293.9,7,-882.0,EMA13,2
ITC,L,2023-04-28,402.5,2023-05-19,405.34,62,176.03,EMA13,21
RVNL,L,2023-04-19,75.4,2023-05-22,116.5,331,13604.1,EMA13,33
SIEMENS,L,2023-05-22,2113.26,2023-05-23,2005.75,11,-1182.63,EMA13,1
HAL,L,2023-05-19,1555.0,2023-05-25,1506.22,16,-780.4,EMA13,6
POLYCAB,L,2023-04-26,3150.0,2023-06-20,3540.0,7,2730.0,EMA13,55
TVSMOTOR,L,2023-05-25,1265.0,2023-06-23,1327.65,19,1190.35,EMA13,29
CHOLAFIN,L,2023-04-18,833.35,2023-06-26,1090.0,29,7442.85,EMA13,69
BEL,L,2023-05-23,110.95,2023-06-26,121.0,225,2261.25,EMA13,34
HAL,L,2023-06-20,1949.5,2023-06-26,1821.5,12,-1536.0,EMA13,6
IDFCFIRSTB,L,2023-06-23,77.6,2023-07-05,78.5,322,289.8,EMA13,12
TRENT,L,2023-06-26,1726.85,2023-07-10,1714.95,14,-166.6,EMA13,14
DRREDDY,L,2023-06-26,997.98,2023-07-17,1019.93,25,548.75,EMA13,21
TITAN,L,2023-07-10,3155.0,2023-07-17,3070.0,7,-595.0,EMA13,7
BHARTIARTL,L,2023-07-05,868.0,2023-07-19,875.45,28,208.6,EMA13,14
TIINDIA,L,2023-06-26,3174.9,2023-07-20,3194.2,7,135.1,EMA13,24
TVSMOTOR,L,2023-07-19,1348.6,2023-07-25,1333.0,18,-280.8,EMA13,6
SUPREMEIND,L,2023-07-17,3321.1,2023-07-31,3396.8,7,529.9,EMA13,14
FINNIFTY,L,2023-07-25,20607.1,2023-07-31,20303.6,1,-303.5,EMA13,6
DLF,L,2023-07-31,516.95,2023-08-02,495.55,48,-1027.2,EMA13,2
APLAPOLLO,L,2023-07-18,1378.7,2023-08-08,1485.0,18,1913.4,EMA13,21
SJVN,L,2023-07-20,49.0,2023-08-10,53.75,510,2422.5,EMA13,21
OBEROIRLTY,L,2023-08-02,1081.0,2023-08-10,1092.9,23,273.7,EMA13,8
SUNPHARMA,L,2023-07-31,1140.0,2023-08-14,1131.0,21,-189.0,EMA13,14
DRREDDY,L,2023-08-08,1130.4,2023-08-28,1156.0,22,563.2,EMA13,20
INDIANB,L,2023-08-14,388.0,2023-08-30,395.0,64,448.0,EMA13,16
GMRAIRPORT,L,2023-08-11,53.6,2023-09-13,59.55,466,2772.7,EMA13,33
APLAPOLLO,L,2023-08-30,1615.1,2023-09-13,1625.0,15,148.5,EMA13,14
MCDOWELL-N,L,2023-09-13,1036.95,2023-09-14,1032.5,24,-106.8,EMA13,1
TATAPOWER,L,2023-09-13,263.5,2023-09-22,257.15,94,-596.9,EMA13,9
BHARATFORG,L,2023-08-29,1056.0,2023-09-25,1090.95,23,803.85,EMA13,27
TITAN,L,2023-09-22,3298.8,2023-09-28,3217.5,7,-569.1,EMA13,6
IRFC,L,2023-08-10,48.95,2023-10-05,75.75,510,13668.0,EMA13,56
BAJAJ-AUTO,L,2023-09-25,5000.0,2023-10-05,4935.0,5,-325.0,EMA13,10
INDIANB,L,2023-09-28,431.8,2023-10-10,408.0,57,-1356.6,EMA13,12
LTTS,L,2023-10-11,4823.95,2023-10-17,4719.9,5,-520.25,EMA13,6
